IDCliente,Importecompra,Fechacompra,Categoria,Numerodeclicks,Fechadenacimiento,Codigopostalenvio,Tiemporealizacioncompra,Clienteexistente
7189,"105,440663035759",30/12/19,RATONES Y TECLADOS,3,27/05/02,37510,15,NO
2663,"436,873273000499",25/10/17,RATONES Y TECLADOS,20,28/01/03,33880,100,NO
9032,"382,130209990027",11/02/18,MONITOR,13,17/02/89,6939,65,NO
8653,"218,744103126492",11/10/19,CPU,15,15/02/82,6442,75,NO
2308,"465,374003491965",05/09/15,MONITOR,20,09/02/05,18014,100,NO
9856,"908,008738857963",24/03/18,MEMORIA,12,22/12/80,33930,60,NO
1852,"978,269965098378",11/06/18,CPU,12,05/06/76,47313,60,NO
2288,"614,858145060314",10/08/16,MONITOR,20,06/09/90,22394,100,NO
5433,"253,17051315747",13/01/21,CPU,9,23/05/72,28690,45,NO
8396,"978,033050903162",22/10/21,ALMACENAMIENTO,3,16/05/79,31639,15,NO
9095,"582,180292217342",06/05/21,RATONES Y TECLADOS,10,13/05/98,36836,50,NO
2858,"949,092482509964",11/12/15,RATONES Y TECLADOS,18,01/11/99,14410,90,NO
2474,"983,700588775019",04/05/17,RATONES Y TECLADOS,5,10/11/83,8753,25,NO
5050,"641,596274924334",24/10/20,MEMORIA,16,26/02/76,6107,80,NO
3398,"909,638069612359",03/04/22,MONITOR,4,01/11/96,43558,20,NO
9969,"679,649074091669",28/08/21,MEMORIA,18,22/12/02,15340,90,NO
9382,"143,578544551683",08/06/18,ALMACENAMIENTO,1,29/12/98,5358,5,NO
3167,"169,041924377616",22/11/22,MONITOR,13,06/11/73,27750,65,NO
8937,"148,732792903783",22/07/18,MONITOR,6,18/08/88,37607,30,NO
3697,"373,995134427063",02/06/15,ALMACENAMIENTO,9,06/09/92,27268,45,NO
7714,"29,8552462967686",24/04/19,ALMACENAMIENTO,15,29/01/76,27779,75,NO
4455,"330,583565015376",13/04/18,CPU,20,30/08/89,31747,100,NO
9879,"672,072307778385",16/03/22,MEMORIA,19,23/10/98,36584,95,NO
6249,"181,563727527815",07/07/20,MONITOR,8,20/11/92,33637,40,NO
8031,"983,411243762857",03/09/15,ALMACENAMIENTO,17,26/07/03,46692,85,NO
3036,"73,0818274355807",13/10/15,MEMORIA,8,09/11/76,45569,40,NO
5193,"898,995915099462",08/04/16,CPU,6,01/03/71,44563,30,NO
2362,"628,690210345595",04/03/18,MEMORIA,8,10/07/76,1450,40,NO
3241,"604,860548071034",26/01/15,ALMACENAMIENTO,14,12/04/82,5229,70,NO
6918,"512,308590244283",19/06/22,ALMACENAMIENTO,17,04/03/85,7193,85,NO
4552,"887,901993220869",16/09/22,MEMORIA,4,03/07/74,20011,20,NO
2038,"406,259925186809",20/05/21,ALMACENAMIENTO,16,06/12/99,35320,80,NO
6860,"14,6255583120758",23/11/17,MONITOR,5,22/11/70,31866,25,NO
6506,"285,480520348889",01/05/20,MEMORIA,15,10/01/82,24888,75,NO
2040,"607,132548557799",23/01/17,CPU,20,05/02/91,25518,100,NO
7214,"523,947707945334",12/08/17,RATONES Y TECLADOS,7,04/06/70,10680,35,SI
3307,"368,518826419291",12/12/19,MONITOR,14,09/01/95,40517,70,NO
9921,"478,000281861505",19/01/19,CPU,18,06/03/86,33727,90,NO
8906,"566,469978850646",27/06/20,CPU,13,23/06/73,39723,65,NO
4591,"270,721326211776",14/05/21,RATONES Y TECLADOS,20,13/03/94,5250,100,NO
2801,"405,310212058583",30/12/20,MEMORIA,3,19/03/75,7184,15,NO
5968,"459,988234891782",05/08/22,RATONES Y TECLADOS,9,21/01/00,24134,45,NO
9756,"873,097668350204",20/05/15,RATONES Y TECLADOS,17,13/07/82,19261,85,NO
3889,"74,2534770143385",29/09/15,ALMACENAMIENTO,19,30/03/74,46890,95,NO
5229,"932,710082403504",09/05/17,MEMORIA,7,06/05/80,27843,35,NO
5696,"938,526247281109",24/07/20,ALMACENAMIENTO,12,06/10/71,40590,60,NO
6325,"277,06560950535",04/05/18,RATONES Y TECLADOS,5,05/04/82,21649,25,NO
5297,"572,657201452458",15/10/18,ALMACENAMIENTO,10,20/06/97,32827,50,NO
2964,"214,886115780025",17/07/19,MONITOR,4,03/08/96,27785,20,NO
5050,"267,971975612519",27/11/22,MONITOR,17,26/02/76,15010,85,NO
9868,"454,270904831568",17/12/15,RATONES Y TECLADOS,14,08/02/71,26122,70,NO
2126,"503,552206049702",01/12/20,CPU,20,20/11/86,41439,100,NO
2187,"638,872580744421",30/04/15,RATONES Y TECLADOS,1,01/01/91,24375,5,NO
5639,"893,606764798795",26/06/19,ALMACENAMIENTO,6,06/11/71,15861,30,NO
4814,"783,607860711947",21/09/17,CPU,14,16/04/96,15011,70,NO
4626,"377,281653185109",26/10/15,CPU,9,14/05/97,32764,45,NO
4578,"240,341595463904",21/10/19,RATONES Y TECLADOS,7,01/07/98,46294,35,NO
2900,"890,084793671019",03/04/18,ALMACENAMIENTO,17,12/09/72,21760,85,NO
9188,"90,9660149284173",27/06/22,MONITOR,19,15/04/84,8635,95,NO
8502,"380,83889511201",06/11/19,RATONES Y TECLADOS,15,27/10/76,36004,75,NO
2404,"902,83069588306",10/11/16,CPU,12,08/03/71,9514,60,NO
3975,"451,509203669408",15/12/18,MEMORIA,3,15/11/00,14815,15,NO
6782,"622,54630435823",14/11/16,CPU,14,29/07/98,23537,70,NO
4606,"940,370457282759",10/10/15,CPU,18,03/08/78,26224,90,NO
2793,"610,708406856914",29/05/21,ALMACENAMIENTO,9,26/03/95,17256,45,NO
3906,"243,777602464585",14/12/17,MEMORIA,15,13/06/79,26250,75,NO
5284,"91,0608612875404",18/11/16,CPU,13,02/06/94,50850,65,NO
9182,"840,770909903597",30/07/16,RATONES Y TECLADOS,15,09/02/91,19441,75,NO
7802,"133,970174129344",27/04/16,CPU,17,20/03/02,36449,85,NO
7607,"53,1572582588608",07/03/17,CPU,12,02/05/97,44555,60,NO
1064,"109,47881648399",18/03/17,ALMACENAMIENTO,1,24/11/76,15579,5,NO
6597,"695,979618969303",19/07/18,CPU,18,18/02/71,31239,90,NO
4298,"777,074148410537",15/11/21,ALMACENAMIENTO,9,27/03/83,44213,45,NO
7666,"980,908761971911",14/06/17,ALMACENAMIENTO,8,17/09/05,17133,40,NO
7260,"358,522548106587",27/11/17,MONITOR,6,03/12/91,13591,30,NO
4540,"511,802425454325",13/07/22,CPU,10,23/12/76,44357,50,NO
3616,"40,1343728147642",24/11/19,RATONES Y TECLADOS,11,10/05/75,5530,55,NO
1038,"48,3352652330177",01/10/17,MEMORIA,7,14/10/74,46140,35,NO
2627,"307,916659572347",29/09/16,RATONES Y TECLADOS,7,17/03/90,9587,35,NO
3984,"502,252347439382",20/10/17,CPU,4,24/06/74,15590,20,NO
5987,"25,6645884146606",02/04/20,MEMORIA,16,13/03/02,32774,80,NO
9002,"475,366016014291",18/03/19,MONITOR,11,10/04/98,33529,55,NO
6199,"124,520228702331",28/05/18,MEMORIA,8,03/06/82,37428,40,NO
1312,"135,8828191189",29/09/20,MONITOR,4,25/12/01,49698,20,NO
7325,"494,866142180897",30/03/15,RATONES Y TECLADOS,14,30/08/01,48120,70,NO
7069,"672,830087550825",27/12/19,MONITOR,7,07/10/75,5289,35,NO
9960,"190,367457640388",21/03/18,MONITOR,3,01/05/02,15174,15,NO
9237,"13,4092811036081",13/06/19,MONITOR,19,03/03/80,7015,95,NO
2039,"827,406960760123",04/06/19,RATONES Y TECLADOS,11,03/06/86,40420,55,NO
9954,"486,369149299307",01/08/19,MEMORIA,7,10/09/90,33583,35,NO
5451,"146,544669769083",18/10/18,CPU,15,17/04/75,32633,75,NO
2951,"619,936054791619",21/05/21,ALMACENAMIENTO,14,23/01/80,22371,70,NO
3318,"727,284922401744",10/03/18,ALMACENAMIENTO,4,11/03/99,49191,20,NO
2197,"839,009720499821",02/07/22,ALMACENAMIENTO,9,10/05/91,47494,45,NO
5486,"872,358241008563",02/09/15,MONITOR,14,30/11/97,49124,70,NO
8811,"108,596217634646",22/01/20,ALMACENAMIENTO,15,19/08/78,33440,75,NO
9557,"230,102618446932",20/02/21,CPU,15,12/02/96,28609,75,NO
5611,"515,456036570878",13/07/21,CPU,17,29/09/80,48869,85,NO
9363,"571,485114837185",21/06/19,MONITOR,9,23/02/90,12500,45,NO
9769,"321,417397046544",15/09/19,MONITOR,18,16/12/87,24415,90,NO
7233,"592,938463901486",04/04/22,ALMACENAMIENTO,15,09/08/86,8389,75,NO
2935,"639,297631860916",12/03/18,CPU,3,09/11/95,3517,15,NO
4694,"708,371803722537",25/07/15,MONITOR,9,07/03/84,23292,45,SI
3062,"106,995330559177",27/08/15,MONITOR,19,06/11/80,49450,95,NO
7429,"271,977381821738",28/03/17,ALMACENAMIENTO,6,11/02/00,11600,30,NO
2188,"12,6615034655621",23/08/17,CPU,4,06/11/82,33797,20,NO
8511,"810,269012003196",26/04/19,CPU,13,10/01/95,29006,65,NO
1623,"953,886035256848",12/05/22,MONITOR,17,10/02/88,33004,85,NO
8582,"768,47220926945",12/03/18,RATONES Y TECLADOS,6,17/04/79,5500,30,NO
9574,"686,330721613922",01/04/16,CPU,2,21/11/76,47290,10,NO
3178,"431,030175270333",21/02/16,CPU,15,04/10/98,42351,75,NO
6042,"763,851876469613",25/12/17,MONITOR,16,18/07/87,15339,80,NO
4541,"619,905272485353",09/03/16,CPU,1,01/12/91,28702,5,NO
8335,"753,978840217852",15/08/22,MONITOR,5,14/06/02,37780,25,NO
2149,"307,653103805141",11/04/22,CPU,20,13/10/02,20750,100,NO
4386,"421,34720063583",30/05/22,MEMORIA,20,03/01/79,32318,100,NO
7638,"807,654893770887",08/08/20,CPU,7,01/04/96,24912,35,NO
4388,"752,703520502881",02/02/16,MONITOR,14,12/12/92,36915,70,NO
9367,"156,541727438117",04/09/15,MONITOR,19,04/12/70,14008,95,NO
1526,"586,986450322279",05/10/17,MONITOR,12,12/07/78,5309,60,NO
4948,"26,4875989062476",11/07/21,CPU,15,09/11/77,20018,75,NO
8017,"404,247449462642",03/07/21,MEMORIA,1,06/11/90,46950,5,NO
5674,"24,7342975538517",13/03/19,CPU,10,08/06/02,40389,50,NO
6285,"75,4409993830669",07/11/18,CPU,11,26/04/70,42169,55,NO
8784,"417,842870247455",17/08/19,MONITOR,10,15/04/01,32593,50,NO
5991,"389,657736576896",24/05/15,CPU,10,15/12/97,9611,50,NO
9993,"274,028791110194",02/01/20,ALMACENAMIENTO,4,29/03/81,35510,20,NO
3654,"169,195576114232",03/05/17,ALMACENAMIENTO,9,30/04/03,27214,45,NO
5639,"800,094871102382",26/09/19,CPU,7,06/11/71,30818,35,NO
9707,"383,376979270085",20/04/22,ALMACENAMIENTO,1,11/05/81,4276,5,NO
6831,"218,027295004118",26/04/19,MEMORIA,3,28/12/96,33875,15,NO
4751,"459,189409662354",23/12/17,RATONES Y TECLADOS,1,21/07/75,10695,5,NO
9869,"410,469386848139",29/04/17,RATONES Y TECLADOS,10,23/12/05,28891,50,NO
4457,"178,087960287512",05/06/20,RATONES Y TECLADOS,11,21/07/01,46669,55,NO
6026,"982,080671029911",17/09/19,MONITOR,18,08/12/79,27619,90,NO
8617,"432,55714015131",14/09/19,ALMACENAMIENTO,12,24/11/76,45710,60,NO
9877,"715,743560402852",03/04/19,MEMORIA,8,11/09/91,36650,40,NO
7458,"117,589511380594",14/04/19,MEMORIA,6,08/04/71,33568,30,NO
4189,"271,131801479841",06/01/15,MONITOR,15,15/08/91,9490,75,NO
5138,"990,41525843961",23/06/19,MONITOR,2,14/05/82,2660,10,NO
9045,"944,89956072004",05/06/22,CPU,10,25/10/98,33528,50,NO
8107,"772,982528702161",17/10/22,MONITOR,17,12/11/78,35110,85,NO
4230,"399,114022401376",22/09/22,ALMACENAMIENTO,1,24/01/97,49650,5,NO
4226,"556,152690599486",25/04/16,ALMACENAMIENTO,5,13/09/77,27694,25,NO
9729,"342,163544504476",17/09/15,ALMACENAMIENTO,15,19/10/92,50022,75,NO
9769,"431,098110169722",06/10/16,RATONES Y TECLADOS,12,16/12/87,10193,60,NO
5710,"840,777004119876",22/10/16,MONITOR,2,28/09/89,34113,10,NO
1662,"279,511276906158",04/02/16,MONITOR,9,26/11/81,18567,45,NO
1492,"507,267157886266",02/12/20,ALMACENAMIENTO,19,08/08/94,24430,95,NO
8057,"337,201930904616",13/03/16,ALMACENAMIENTO,7,09/11/97,42173,35,NO
3120,"413,525812201358",21/06/18,ALMACENAMIENTO,4,29/09/84,25353,20,NO
7216,"800,471411438563",09/01/16,RATONES Y TECLADOS,13,09/07/89,17472,65,NO
1493,"564,611337098367",11/09/16,RATONES Y TECLADOS,6,18/06/80,9217,30,NO
6334,"585,816511983097",14/06/18,CPU,3,12/12/70,1015,15,NO
1028,"810,528226005287",15/05/21,MEMORIA,1,02/12/96,15669,5,NO
5192,"144,579435068869",14/05/15,CPU,10,07/05/91,4647,50,NO
5990,"160,261507490463",26/09/17,MEMORIA,10,27/10/82,28909,50,NO
9879,"672,072307778385",16/03/22,MEMORIA,19,23/10/98,36584,95,NO
2653,"322,167722052112",21/02/15,MONITOR,16,26/01/73,34407,80,NO
6988,"752,434195956177",18/03/16,MONITOR,6,09/12/70,40175,30,NO
3598,"859,90564664694",15/08/18,ALMACENAMIENTO,20,24/03/98,40311,100,NO
8160,"792,666810365674",02/08/16,ALMACENAMIENTO,11,26/11/73,18690,55,NO
8901,"877,395359441214",06/05/21,MONITOR,15,18/03/89,12410,75,NO
3916,"353,248868412289",23/05/21,MEMORIA,16,18/03/76,5141,80,NO
9068,"176,525505110948",03/02/19,MEMORIA,3,28/11/94,34115,15,NO
4194,"129,882011577982",06/12/17,RATONES Y TECLADOS,6,05/11/73,27662,30,NO
7371,"990,345294734857",01/12/20,MEMORIA,18,17/05/96,38767,90,NO
2691,"710,577503696944",16/07/22,MEMORIA,9,18/08/79,12222,45,NO
2568,"759,938539000719",28/08/21,CPU,11,06/04/95,16417,55,NO
7032,"362,932291942899",22/12/20,MONITOR,2,14/06/76,13130,10,NO
6290,"684,03373332619",07/02/21,ALMACENAMIENTO,9,17/06/86,43100,45,NO
9980,"746,275860410479",11/01/18,MONITOR,17,03/07/96,28412,85,NO
8776,"345,917368350895",16/10/22,RATONES Y TECLADOS,20,16/11/96,47359,100,NO
5532,"923,34248488016",05/06/18,MONITOR,2,26/10/92,20493,10,NO
3166,"726,862914701386",12/09/20,MEMORIA,1,03/10/70,27345,5,NO
9331,"372,570889434596",30/10/21,CPU,9,09/06/96,3185,45,NO
7866,"970,116172565768",28/01/18,MONITOR,2,25/10/84,16452,10,NO
2537,"100,623208962104",25/04/21,ALMACENAMIENTO,10,18/03/81,36141,50,NO
5322,"519,59101063554",11/02/21,MEMORIA,18,13/05/83,8021,90,NO
7364,"511,309910642177",02/11/19,RATONES Y TECLADOS,10,22/08/03,39360,50,NO
5941,"227,964787380039",29/06/15,CPU,19,30/06/86,27259,95,NO
4289,"61,8654994809594",22/01/18,CPU,20,15/08/80,46725,100,NO
5453,"679,831626929152",28/09/21,ALMACENAMIENTO,10,15/10/79,47314,50,NO
1525,"961,518683724952",06/04/21,MONITOR,3,04/07/98,13247,15,NO
4626,"377,281653185109",26/10/15,ALMACENAMIENTO,9,14/05/97,32764,45,NO
1434,"881,752061287821",29/08/18,RATONES Y TECLADOS,18,19/09/75,34878,90,NO
8550,"569,300271491814",16/10/16,CPU,8,18/04/79,24717,40,NO
7576,"878,803603457306",06/03/22,RATONES Y TECLADOS,2,14/06/76,17240,10,NO
6678,"367,87055365665",08/01/16,MEMORIA,1,29/08/80,31383,5,NO
6654,"651,563457846476",30/06/20,RATONES Y TECLADOS,1,29/12/74,15218,5,NO
5032,"308,898961885486",22/11/21,RATONES Y TECLADOS,10,26/03/94,9129,50,NO
8913,"777,680587527903",25/07/17,RATONES Y TECLADOS,10,21/05/73,3759,50,NO
5759,"163,513807505295",07/09/18,MONITOR,12,20/10/01,2249,60,NO
7935,"739,136382024523",30/06/15,ALMACENAMIENTO,12,23/06/04,11670,60,NO
7336,"145,205621134391",02/12/15,ALMACENAMIENTO,4,12/02/83,26261,20,NO
1214,"436,207064322869",18/08/16,MONITOR,14,27/11/91,36629,70,NO
1382,"616,06564176089",11/04/15,RATONES Y TECLADOS,4,07/12/73,24236,20,NO
5228,"541,769238488404",27/04/22,MEMORIA,2,11/09/78,22391,10,NO
9295,"870,496693822295",06/07/18,MONITOR,6,20/11/85,36118,30,NO
3462,"771,172392957508",27/01/21,ALMACENAMIENTO,9,17/04/72,15684,45,NO
9585,"304,024710951808",10/11/15,RATONES Y TECLADOS,2,26/08/90,46269,10,NO
6939,"800,976223824699",13/05/20,RATONES Y TECLADOS,18,16/03/80,41889,90,NO
4199,"805,506565097239",12/09/16,MONITOR,11,06/02/94,40354,55,NO
1454,"866,573359709958",07/04/17,MONITOR,1,13/05/03,22255,5,NO
6576,"939,944251435133",18/03/19,CPU,8,03/02/89,19219,40,NO
5190,"194,448649734581",11/11/15,MEMORIA,1,09/03/78,10135,5,NO
2671,"109,300300169477",27/05/15,RATONES Y TECLADOS,15,03/05/89,37460,75,NO
3466,"658,176031592043",20/10/18,MONITOR,17,06/10/81,26191,85,NO
5448,"138,182445215563",25/12/18,ALMACENAMIENTO,12,03/10/85,46659,60,NO
8245,"345,430592308089",26/02/18,CPU,15,30/09/77,29780,75,NO
6339,"264,91672480608",14/06/20,RATONES Y TECLADOS,14,07/06/82,26221,70,NO
9619,"44,7739549142324",29/01/16,RATONES Y TECLADOS,,12/07/78,45002,,NO
8006,"226,586872949075",16/06/18,RATONES Y TECLADOS,3,25/09/02,27164,15,NO
1384,"77,9808286389793",02/04/19,ALMACENAMIENTO,17,18/02/01,25193,85,NO
6622,"779,855861980947",10/12/22,CPU,14,08/05/70,9227,70,NO
1230,"615,758864528714",02/07/18,RATONES Y TECLADOS,5,07/10/77,41018,25,NO
7179,"498,015561178872",08/12/16,CPU,13,03/03/73,22810,65,NO
6659,"332,998573655968",19/06/21,MEMORIA,10,13/12/02,43390,50,NO
3855,"446,021941981101",26/06/18,MONITOR,2,11/12/85,25588,10,NO
3734,"32,0944732777688",10/02/18,RATONES Y TECLADOS,5,02/07/89,12510,25,NO
8303,"569,07866024518",15/10/19,MEMORIA,13,16/09/02,43773,65,NO
1156,"199,213943830416",30/07/18,MEMORIA,20,08/05/76,50239,100,NO
5459,"200,047862465621",07/01/17,CPU,10,14/10/00,8006,50,NO
2777,"391,4388552718",10/09/17,CPU,8,15/01/99,28180,40,NO
9114,"206,318495268775",01/02/22,CPU,19,18/02/92,5591,95,NO
2112,"347,018908169562",05/02/19,MONITOR,11,26/01/76,12310,55,NO
3639,"839,480964701182",16/09/16,RATONES Y TECLADOS,19,20/01/98,1428,95,NO
9041,"421,693803978008",16/02/21,MEMORIA,2,02/09/83,27893,10,NO
5618,"253,041702306501",09/10/21,ALMACENAMIENTO,8,13/08/01,35561,40,NO
5752,"138,835277559062",06/09/19,MEMORIA,5,30/04/89,9651,25,NO
1140,"412,030778589679",24/01/22,MEMORIA,16,04/08/87,38801,80,NO
8499,"883,457106176931",24/04/22,MEMORIA,4,29/05/70,24853,20,NO
2061,"433,631504670001",15/08/16,RATONES Y TECLADOS,19,25/12/74,34449,95,NO
1737,"220,84146461203",24/05/20,MONITOR,12,15/04/74,12360,60,NO
8784,"784,194145358453",20/11/16,MONITOR,7,15/04/01,43736,35,NO
3676,"635,970863315312",26/01/21,MEMORIA,12,03/06/01,33993,60,NO
5369,"487,363406003862",05/01/20,CPU,13,16/11/87,37799,65,NO
2945,"234,926207584319",28/05/21,RATONES Y TECLADOS,8,06/06/01,23220,40,NO
5822,"534,450737782792",18/06/16,MEMORIA,14,21/10/98,33557,70,NO
2769,"865,43564672835",29/09/22,MEMORIA,18,30/11/92,27650,90,NO
6890,"430,130665839398",17/01/15,ALMACENAMIENTO,17,02/05/89,39613,85,NO
5814,"21,1759152495107",23/09/22,MEMORIA,13,10/06/04,45614,65,NO
4999,"352,528062232334",15/03/17,ALMACENAMIENTO,19,06/08/83,22460,95,NO
9462,"628,945821763611",10/12/21,ALMACENAMIENTO,14,17/05/92,1208,70,NO
4063,"862,44916577151",29/04/18,ALMACENAMIENTO,6,25/09/75,36492,30,NO
6648,"547,011046060324",29/10/15,RATONES Y TECLADOS,14,05/10/89,24744,70,NO
1603,"341,858670752844",07/03/19,ALMACENAMIENTO,19,24/02/04,40142,95,NO
7102,"299,390437323737",06/05/16,RATONES Y TECLADOS,14,21/06/71,9612,70,NO
9027,"163,00898417145",06/05/19,ALMACENAMIENTO,19,18/07/84,17468,95,NO
9879,"672,072307778385",16/03/22,MEMORIA,19,23/10/98,36584,95,NO
9390,"350,166113017374",30/04/15,MEMORIA,12,10/01/79,33535,60,NO
4437,"757,855732025499",28/04/22,ALMACENAMIENTO,5,18/07/01,20540,25,NO
5642,"890,523400683914",19/01/17,MONITOR,5,22/12/97,42190,25,NO
3868,"358,604091675313",16/08/16,RATONES Y TECLADOS,7,13/08/86,26570,35,NO
1790,"178,601420600709",18/08/22,ALMACENAMIENTO,3,15/06/75,19459,15,NO
1352,"334,90193895572",08/06/18,MEMORIA,4,23/10/77,24007,20,NO
4856,"86,9677624597763",29/03/20,CPU,15,09/07/99,9125,75,NO
2925,"744,436195358705",22/12/18,MONITOR,16,12/07/72,49177,80,NO
8809,"501,852525331841",05/11/18,MEMORIA,4,11/01/98,10161,20,NO
2674,"830,710576533493",13/05/18,MEMORIA,4,26/08/01,10730,20,NO
9414,"897,458604153541",07/03/20,CPU,5,13/08/86,46722,25,NO
1810,"713,199554876438",30/03/16,CPU,12,26/02/89,10292,60,NO
3597,"678,894139966804",26/06/17,CPU,9,15/01/78,31810,45,NO
9963,"618,452539951",08/09/15,RATONES Y TECLADOS,20,01/06/84,39650,100,NO
4839,"747,618494217598",27/02/16,ALMACENAMIENTO,11,07/12/04,25611,55,NO
2849,"667,243415515213",05/02/15,MONITOR,2,16/01/89,9199,10,NO
4447,"882,768929483624",02/10/17,CPU,14,01/11/97,43747,70,NO
1307,"614,929513120535",07/01/18,MONITOR,17,25/12/01,21100,85,NO
4081,"349,263955798203",30/08/20,CPU,11,13/07/05,32575,55,NO
1041,"885,60329013236",23/02/22,CPU,2,02/03/90,42342,10,NO
8076,"70,844380789022",20/12/19,MEMORIA,6,30/09/02,9491,30,NO
2874,"248,250146023285",08/05/15,ALMACENAMIENTO,12,09/01/80,8256,60,NO
3590,"136,766863549599",24/03/20,ALMACENAMIENTO,20,04/06/75,46141,100,NO
8991,"832,530624420536",23/07/22,ALMACENAMIENTO,5,11/03/71,50018,25,NO
5759,"841,438418911605",21/02/19,MEMORIA,12,20/10/01,32515,60,NO
2788,"249,748655196036",20/10/17,RATONES Y TECLADOS,9,29/09/80,25555,45,NO
3275,"425,836329491701",23/10/19,MONITOR,13,03/11/89,26288,65,NO
3078,"564,821613328705",22/11/22,RATONES Y TECLADOS,3,15/01/79,4741,15,NO
3563,"487,313384702723",25/03/17,ALMACENAMIENTO,16,17/09/78,31550,80,NO
5731,"457,186944099791",27/03/22,ALMACENAMIENTO,6,04/04/96,7160,30,NO
7019,"167,072770969813",07/12/21,ALMACENAMIENTO,1,12/11/80,37882,5,NO
2022,"438,509601621641",07/03/16,MEMORIA,10,08/08/80,10663,50,NO
5429,"390,713941635526",07/05/16,CPU,6,17/12/90,49783,30,NO
6273,"103,070424813146",10/07/16,ALMACENAMIENTO,14,07/09/95,4118,70,NO
9795,"315,878543480198",03/10/20,RATONES Y TECLADOS,5,06/04/93,19278,25,NO
5885,"45,7827340343514",14/11/18,ALMACENAMIENTO,11,21/11/96,27132,55,NO
3275,"858,587322495711",22/12/16,MEMORIA,13,03/11/89,49126,65,NO
4619,"198,524226010002",04/07/19,MEMORIA,18,24/04/95,27511,90,NO
7927,"598,650808755633",07/02/22,MONITOR,6,17/08/84,10895,30,NO
6927,"86,8404979793722",19/11/21,MEMORIA,13,11/01/94,40173,65,NO
8855,"515,990100844457",10/01/21,MONITOR,16,07/05/04,14729,80,NO
8666,"785,713722180552",18/05/18,CPU,19,29/06/74,25269,95,NO
5975,"342,71598753687",08/09/19,ALMACENAMIENTO,20,28/09/75,23658,100,NO
5663,"150,227523320946",26/03/15,CPU,9,16/02/76,29611,45,NO
7855,"522,134647721924",29/07/22,ALMACENAMIENTO,4,17/01/78,50348,20,NO
9612,"643,729430380575",06/08/20,MONITOR,12,05/12/75,22482,60,NO
2606,"830,211482436153",19/06/21,ALMACENAMIENTO,5,11/05/78,22268,25,NO
3889,"342,984275136213",19/02/18,CPU,4,30/03/74,7720,20,NO
8885,"90,7243802712883",30/04/22,RATONES Y TECLADOS,1,04/05/84,10740,5,NO
2360,"974,615017188151",07/05/21,MONITOR,11,05/10/99,50710,55,NO
7935,"701,339976098344",30/09/19,RATONES Y TECLADOS,12,23/06/04,15948,60,NO
2181,"547,248084276387",21/01/21,MEMORIA,6,09/04/95,31192,30,NO
1647,"542,267447332245",06/09/17,CPU,16,08/01/00,16630,80,NO
9108,"183,658965359268",16/08/17,ALMACENAMIENTO,9,11/01/98,12183,45,NO
9369,"575,789305429099",16/05/19,MEMORIA,5,02/06/78,25139,25,SI
7118,"584,818804421543",15/12/21,MEMORIA,4,27/02/92,41750,20,NO
6284,"219,292592543812",12/12/19,ALMACENAMIENTO,10,09/06/79,10694,50,NO
3088,"158,461524399731",18/06/20,MONITOR,7,21/06/90,50562,35,NO
7544,"542,275409133663",19/02/18,MEMORIA,4,04/08/01,35638,20,NO
9843,"594,316699927054",01/10/16,MONITOR,19,16/05/02,26280,95,NO
2486,"458,644845983334",18/09/21,MONITOR,14,02/04/85,16004,70,NO
6757,"488,189693558049",24/04/15,MEMORIA,11,16/07/81,35240,55,NO
6844,"459,553343297271",21/04/20,MONITOR,19,14/05/87,15350,95,NO
3640,"98,3367272596008",28/02/17,CPU,5,17/07/85,37713,25,NO
3936,"784,152033557355",04/12/21,ALMACENAMIENTO,11,25/05/72,36119,55,NO
4324,"142,48200208029",08/06/17,RATONES Y TECLADOS,18,27/04/88,18870,90,NO
6609,"966,741975114124",14/08/20,CPU,5,17/04/80,33557,25,NO
7116,"396,654820199225",14/08/21,ALMACENAMIENTO,5,02/10/88,47664,25,NO
8527,"564,710010113076",17/05/17,ALMACENAMIENTO,13,25/08/82,43424,65,NO
5320,"734,237379596363",19/03/21,CPU,15,09/11/77,13328,75,NO
9003,"58,8557290595376",25/01/21,ALMACENAMIENTO,12,12/03/93,25790,60,NO
7482,"211,022410666849",03/06/15,MEMORIA,8,22/02/02,5412,40,NO
2364,"702,787408332844",03/08/19,CPU,4,01/04/89,17490,20,NO
3933,"766,542385550903",07/08/15,MONITOR,11,17/03/00,13459,55,NO
3961,"984,584986028806",27/05/16,MONITOR,6,16/09/82,39200,30,NO
5111,"482,573326241367",27/05/20,MEMORIA,5,21/02/70,19119,25,NO
8897,"168,647159241376",02/07/19,MONITOR,5,26/10/92,28595,25,NO
3849,"662,921070295995",05/03/19,MONITOR,16,02/07/02,38714,80,NO
2111,"770,342411003215",21/09/17,ALMACENAMIENTO,12,21/10/00,47451,60,NO
8529,"956,893736410947",27/09/15,ALMACENAMIENTO,13,11/12/76,22452,65,NO
7372,"990,989513800039",27/05/16,MONITOR,10,08/03/04,16118,50,NO
8286,"40,7311304879136",08/12/16,ALMACENAMIENTO,3,28/05/85,50611,15,NO
8136,"386,382975394322",03/03/15,RATONES Y TECLADOS,9,17/07/96,5309,45,NO
7266,"738,826370747907",29/12/22,CPU,6,22/06/05,9259,30,NO
2857,"946,335661567315",13/06/18,ALMACENAMIENTO,,19/08/79,42100,,NO
6122,"278,099653707633",27/08/15,CPU,12,04/08/90,9249,60,NO
